TID;Time;Value;FromParticipantId;FromAccountId;ToParticipantId;ToAccountId;Linkcode;SettlementDeadline;T+x
33;2024-03-02 00:06:22;697506427.08;13;0;1;0;1618;2024-03-02;0
34;2024-03-02 00:06:29;569197738.59;16;0;17;0;3621;2024-03-02;0
35;2024-03-02 00:06:31;694771774.89;1;0;12;0;267;2024-03-02;0
36;2024-03-02 00:07:01;754850764.01;3;0;20;0;1196;2024-03-02;0
37;2024-03-02 00:07:08;382524730.82;18;38;17;38;13801;2024-03-02;0
38;2024-03-02 00:07:15;1418125142.15;17;19;20;19;5879;2024-03-02;0
39;2024-03-02 00:07:28;197618389.47;17;0;11;0;4610;2024-03-02;0
40;2024-03-02 00:07:50;400566262.47;4;0;6;0;10295;2024-03-02;0
41;2024-03-02 00:08:02;343647913.7;17;0;7;0;5829;2024-03-02;0
42;2024-03-02 00:08:10;277060203.29;3;0;5;0;585;2024-03-02;0
43;2024-03-02 00:08:28;1085336863.97;10;13;8;13;11075;2024-03-02;0
44;2024-03-02 00:09:06;269988786.6;11;0;3;0;7262;2024-03-02;0
45;2024-03-02 00:09:11;313298064.53;13;30;11;30;4887;2024-03-02;0
46;2024-03-02 00:09:24;1345134691.45;4;22;6;22;7632;2024-03-02;0
47;2024-03-02 00:09:30;269998099.6;1;18;14;18;3830;2024-03-02;0
48;2024-03-02 00:09:31;282828087.27;9;0;8;0;13903;2024-03-02;0
49;2024-03-02 00:09:44;155850412.81;7;2;4;2;13118;2024-03-02;0
50;2024-03-02 00:10:05;756844718.83;10;0;20;0;14806;2024-03-02;0
51;2024-03-02 00:10:13;343829795.81;5;0;7;0;4394;2024-03-02;0
52;2024-03-02 00:10:46;345007323.99;9;0;10;0;13995;2024-03-02;0
53;2024-03-02 00:10:53;1125673260.69;1;0;12;0;14530;2024-03-02;0
54;2024-03-02 00:11:08;459539788.03;1;11;12;11;2181;2024-03-02;0
55;2024-03-02 00:11:13;741616219.27;5;45;6;45;2467;2024-03-02;0
56;2024-03-02 00:11:19;254454970.26;13;33;14;33;7719;2024-03-02;0
57;2024-03-02 00:11:24;1052162391.54;6;0;4;0;5871;2024-03-02;0
58;2024-03-02 00:11:28;421405678.02;3;11;2;11;13602;2024-03-02;0
59;2024-03-02 00:11:28;1059132258.81;16;49;20;49;13374;2024-03-02;0
60;2024-03-02 00:11:30;223473474.95;16;10;7;10;9827;2024-03-02;0
61;2024-03-02 00:11:34;1697028048.18;3;0;5;0;3413;2024-03-02;0
62;2024-03-02 00:11:40;422433367.66;3;12;1;12;6228;2024-03-02;0
63;2024-03-02 00:11:41;171125049.88;2;0;4;0;7399;2024-03-02;0
64;2024-03-02 00:12:12;613069843.51;12;22;13;22;9882;2024-03-02;0
65;2024-03-02 00:12:26;1302725380.71;6;0;4;0;2326;2024-03-02;0
66;2024-03-02 00:12:26;164283960.72;6;1;7;1;5146;2024-03-02;0
67;2024-03-02 00:12:39;453747364.61;1;25;14;25;2599;2024-03-02;0
68;2024-03-02 00:12:39;241527520.45;1;32;13;32;9997;2024-03-02;0
69;2024-03-02 00:12:40;1154917585.14;6;0;4;0;5432;2024-03-02;0
70;2024-03-02 00:12:42;662646976.98;11;19;1;19;11053;2024-03-02;0
71;2024-03-02 00:12:45;275924815.29;12;49;14;49;695;2024-03-02;0
72;2024-03-02 00:12:46;1083101240.3;16;0;7;0;4676;2024-03-02;0
73;2024-03-02 00:12:51;516707182.7;12;13;11;13;7909;2024-03-02;0
74;2024-03-02 00:13:25;772446498.0;17;31;16;31;1195;2024-03-02;0
75;2024-03-02 00:13:41;597820340.68;16;19;19;19;8160;2024-03-02;0
76;2024-03-02 00:13:48;634417492.63;14;0;12;0;3643;2024-03-02;0
77;2024-03-02 00:13:50;965469937.12;20;0;12;0;9070;2024-03-02;0
78;2024-03-02 00:14:03;199321895.26;6;10;4;10;4679;2024-03-02;0
79;2024-03-02 00:14:25;328767789.45;20;0;12;0;4346;2024-03-02;0
80;2024-03-02 00:14:27;255943237.41;1;0;6;0;12875;2024-03-02;0
81;2024-03-02 00:14:36;557712048.38;16;0;17;0;4441;2024-03-02;0
82;2024-03-02 00:14:37;344893760.93;19;14;17;14;996;2024-03-02;0
83;2024-03-02 00:14:38;830696381.82;12;0;1;0;3121;2024-03-02;0
84;2024-03-02 00:14:50;144138603.7;7;0;16;0;4323;2024-03-02;0
85;2024-03-02 00:15:05;300751962.71;16;7;19;7;5468;2024-03-02;0
86;2024-03-02 00:15:14;334917953.67;5;0;3;0;8219;2024-03-02;0
87;2024-03-02 00:15:41;184678619.17;14;0;5;0;6843;2024-03-02;0
88;2024-03-02 00:15:48;643463685.27;8;8;13;8;10432;2024-03-02;0
89;2024-03-02 00:16:04;393167512.85;14;0;12;0;12599;2024-03-02;0
90;2024-03-02 00:16:13;1021577786.49;12;0;14;0;4707;2024-03-02;0
91;2024-03-02 00:16:15;221555505.22;4;0;16;0;7995;2024-03-02;0
92;2024-03-02 00:16:19;1130062521.82;4;40;6;40;3952;2024-03-02;0
93;2024-03-02 00:16:21;373613954.61;12;11;14;11;2166;2024-03-02;0
94;2024-03-02 00:16:43;906952400.9;15;12;20;12;4315;2024-03-02;0
95;2024-03-02 00:17:05;1087485717.35;19;14;20;14;14216;2024-03-02;0
96;2024-03-02 00:17:08;299328975.46;17;26;4;26;4568;2024-03-02;0
97;2024-03-02 00:17:20;87673327.21;9;0;14;0;11510;2024-03-02;0
98;2024-03-02 00:17:23;521858376.29;19;13;16;13;13707;2024-03-02;0
99;2024-03-02 00:17:34;267051136.72;11;0;14;0;8660;2024-03-02;0
100;2024-03-02 00:17:38;1314227435.33;4;28;1;28;3638;2024-03-02;0
101;2024-03-02 00:17:43;247580981.01;4;21;7;21;3188;2024-03-02;0
102;2024-03-02 00:18:16;364046487.39;15;10;17;10;2891;2024-03-02;0
103;2024-03-02 00:18:20;424202837.07;12;25;14;25;4;2024-03-02;0
104;2024-03-02 00:18:28;1028246605.13;20;0;19;0;11697;2024-03-02;0
105;2024-03-02 00:18:41;726117468.08;16;0;17;0;13828;2024-03-02;0
106;2024-03-02 00:18:41;239825628.75;6;0;5;0;3128;2024-03-02;0
107;2024-03-02 00:18:44;252425513.86;4;0;7;0;1790;2024-03-02;0
108;2024-03-02 00:18:53;512176110.07;12;0;17;0;7336;2024-03-02;0
109;2024-03-02 00:18:55;1276863220.88;19;44;16;44;5062;2024-03-02;0
110;2024-03-02 00:18:59;753378833.92;20;0;13;0;170;2024-03-02;0
111;2024-03-02 00:19:05;985227842.39;5;0;1;0;3617;2024-03-02;0
112;2024-03-02 00:19:18;203220066.81;10;30;13;30;1408;2024-03-02;0
113;2024-03-02 00:19:31;874899925.01;12;20;3;20;1602;2024-03-02;0
114;2024-03-02 00:19:31;837242739.49;5;10;1;10;11497;2024-03-02;0
115;2024-03-02 00:19:45;840824080.65;11;40;8;40;4840;2024-03-02;0
116;2024-03-02 00:20:09;1183492640.03;20;0;19;0;14851;2024-03-02;0
117;2024-03-02 00:20:40;346838304.47;11;0;16;0;10962;2024-03-02;0
118;2024-03-02 00:20:49;504357612.16;8;0;10;0;14725;2024-03-02;0
119;2024-03-02 00:21:04;157402499.2;14;0;12;0;8261;2024-03-02;0
120;2024-03-02 00:21:06;1425198931.21;11;5;8;5;8742;2024-03-02;0
121;2024-03-02 00:21:09;354196691.14;17;0;7;0;7085;2024-03-02;0
122;2024-03-02 00:21:11;770421555.9;7;38;5;38;13156;2024-03-02;0
123;2024-03-02 00:21:13;114071217.11;17;0;18;0;14019;2024-03-02;0
124;2024-03-02 00:21:35;275688452.17;6;6;13;6;8327;2024-03-02;0
125;2024-03-02 00:21:35;385697795.02;2;0;3;0;6014;2024-03-02;0
126;2024-03-02 00:21:54;1421413158.47;6;0;8;0;13391;2024-03-02;0
127;2024-03-02 00:21:58;198070983.2;16;20;11;20;2466;2024-03-02;0
128;2024-03-02 00:22:14;1328219310.72;19;0;16;0;14891;2024-03-02;0
129;2024-03-02 00:22:15;1467174567.97;10;12;8;12;6938;2024-03-02;0
130;2024-03-02 00:22:23;347039865.08;16;0;17;0;2815;2024-03-02;0
131;2024-03-02 00:22:24;184221792.26;11;0;12;0;3812;2024-03-02;0
132;2024-03-02 00:22:27;922254637.2;16;0;19;0;7917;2024-03-02;0
133;2024-03-02 00:22:35;370236475.25;5;26;4;26;547;2024-03-02;0
134;2024-03-02 00:22:47;613229806.04;13;5;14;5;9314;2024-03-02;0
135;2024-03-02 00:22:51;1261540041.92;1;0;6;0;1298;2024-03-02;0
136;2024-03-02 00:22:54;360545431.62;12;0;14;0;12480;2024-03-02;0
137;2024-03-02 00:23:01;675439468.95;1;15;13;15;3238;2024-03-02;0
138;2024-03-02 00:23:03;941214134.3;10;0;8;0;14509;2024-03-02;0
139;2024-03-02 00:23:04;317493162.03;17;0;18;0;6031;2024-03-02;0
140;2024-03-02 00:23:36;152901421.4;19;5;17;5;6393;2024-03-02;0
141;2024-03-02 00:23:39;373833451.13;7;16;4;16;636;2024-03-02;0
142;2024-03-02 00:23:48;1037934875.08;13;0;12;0;8677;2024-03-02;0
143;2024-03-02 00:24:10;1181413028.07;18;45;16;45;4674;2024-03-02;0
144;2024-03-02 00:24:17;1546961481.68;16;0;17;0;6328;2024-03-02;0
145;2024-03-02 00:24:47;863764632.57;5;0;3;0;10439;2024-03-02;0
146;2024-03-02 00:24:52;1283286907.65;7;21;16;21;4985;2024-03-02;0
147;2024-03-02 00:24:53;241777607.63;9;0;8;0;13725;2024-03-02;0
148;2024-03-02 00:24:53;1293241406.67;18;28;16;28;1532;2024-03-02;0
149;2024-03-02 00:25:11;204327230.83;4;0;16;0;11549;2024-03-02;0
150;2024-03-02 00:25:35;472602438.45;16;0;17;0;14297;2024-03-02;0
151;2024-03-02 00:25:36;1410612297.1;10;34;8;34;7206;2024-03-02;0
152;2024-03-02 00:25:47;1618005774.93;16;0;17;0;10682;2024-03-02;0
153;2024-03-02 00:25:49;278377343.03;11;0;5;0;12860;2024-03-02;0
154;2024-03-02 00:25:55;253651975.91;17;0;15;0;81;2024-03-02;0
155;2024-03-02 00:26:02;967516528.72;6;0;7;0;5527;2024-03-02;0
156;2024-03-02 00:26:14;416120847.6;1;46;3;46;3246;2024-03-02;0
157;2024-03-02 00:26:29;387312159.99;13;0;6;0;13285;2024-03-02;0
158;2024-03-02 00:26:42;246472132.14;10;3;9;3;1236;2024-03-02;0
159;2024-03-02 00:26:48;900585262.79;1;0;4;0;11199;2024-03-02;0
160;2024-03-02 00:27:26;329312585.27;1;0;6;0;9784;2024-03-02;0
161;2024-03-02 00:27:27;237476720.14;8;4;9;4;11625;2024-03-02;0
162;2024-03-02 00:28:05;331858440.02;5;26;4;26;5226;2024-03-02;0
163;2024-03-02 00:28:10;1030417021.25;5;17;20;17;4572;2024-03-02;0
164;2024-03-02 00:28:32;446509116.4;11;17;1;17;12136;2024-03-02;0
165;2024-03-02 00:28:57;813273950.12;5;0;4;0;12672;2024-03-02;0
166;2024-03-02 00:29:08;307964114.07;16;25;7;25;2673;2024-03-02;0
167;2024-03-02 00:29:22;60280356.8;9;0;10;0;1502;2024-03-02;0
168;2024-03-02 00:29:22;367371527.67;19;0;16;0;405;2024-03-02;0
169;2024-03-02 00:29:24;628392842.84;14;0;19;0;13589;2024-03-02;0
170;2024-03-02 00:29:25;355197623.91;6;44;7;44;3032;2024-03-02;0
171;2024-03-02 00:29:25;475283913.64;14;0;10;0;14731;2024-03-02;0
172;2024-03-02 00:29:33;324538825.93;13;0;14;0;9801;2024-03-02;0
173;2024-03-02 00:29:42;95343884.84;18;41;17;41;2629;2024-03-02;0
174;2024-03-02 00:30:27;298355254.71;6;26;13;26;12775;2024-03-02;0
175;2024-03-02 00:30:30;1636147581.42;16;0;18;0;3046;2024-03-02;0
176;2024-03-02 00:30:32;157297764.17;11;0;7;0;7817;2024-03-02;0
177;2024-03-02 00:30:42;504620052.42;19;49;17;49;1159;2024-03-02;0
178;2024-03-02 00:30:58;98435331.74;11;0;13;0;14270;2024-03-02;0
179;2024-03-02 00:31:17;613904278.98;8;0;20;0;8445;2024-03-02;0
180;2024-03-02 00:31:27;153871827.85;5;45;4;45;7522;2024-03-02;0
181;2024-03-02 00:31:39;1434967846.8;7;38;6;38;5040;2024-03-02;0
182;2024-03-02 00:31:54;401336149.47;8;43;13;43;9030;2024-03-02;0
183;2024-03-02 00:32:05;1090624646.6;20;0;5;0;12841;2024-03-02;0
184;2024-03-02 00:32:07;1111106832.55;16;0;13;0;376;2024-03-02;0
185;2024-03-02 00:32:11;430380848.01;17;46;1;46;6626;2024-03-02;0
186;2024-03-02 00:32:13;132617180.79;9;0;8;0;3583;2024-03-02;0
187;2024-03-02 00:32:16;170432370.64;4;0;7;0;653;2024-03-02;0
188;2024-03-02 00:32:42;473412932.77;14;0;6;0;5985;2024-03-02;0
189;2024-03-02 00:32:46;276174912.98;11;0;14;0;3574;2024-03-02;0
190;2024-03-02 00:33:07;248761116.91;11;0;13;0;6848;2024-03-02;0
191;2024-03-02 00:33:19;850252403.85;13;33;20;33;9370;2024-03-02;0
192;2024-03-02 00:33:25;535383094.7;1;15;14;15;4685;2024-03-02;0
193;2024-03-02 00:33:26;987066159.69;16;0;18;0;14897;2024-03-02;0
194;2024-03-02 00:33:49;572561286.52;16;0;17;0;10136;2024-03-02;0
195;2024-03-02 00:33:53;1131560942.6;8;23;5;23;5119;2024-03-02;0
196;2024-03-02 00:34:01;158525310.23;2;0;16;0;3387;2024-03-02;0
197;2024-03-02 00:34:13;241527520.45;13;0;1;0;9997;2024-03-02;0
198;2024-03-02 00:34:28;246044749.76;8;9;10;9;10152;2024-03-02;0
199;2024-03-02 00:34:28;1058192464.88;16;0;19;0;11554;2024-03-02;0
200;2024-03-02 00:34:38;221403107.38;9;0;14;0;4717;2024-03-02;0
201;2024-03-02 00:34:53;256176806.25;11;0;13;0;5033;2024-03-02;0
202;2024-03-02 00:35:31;1114301260.88;5;0;7;0;6681;2024-03-02;0
203;2024-03-02 00:35:39;1216850096.05;15;0;12;0;12277;2024-03-02;0
204;2024-03-02 00:35:42;1493292691.96;10;49;8;49;13844;2024-03-02;0
205;2024-03-02 00:36:09;288746087.01;6;38;14;38;1267;2024-03-02;0
206;2024-03-02 00:36:19;388889246.11;14;0;6;0;4429;2024-03-02;0
207;2024-03-02 00:36:36;1337865038.22;1;0;6;0;3070;2024-03-02;0
208;2024-03-02 00:36:37;737380684.38;20;10;8;10;6572;2024-03-02;0
209;2024-03-02 00:36:40;117963496.14;10;48;14;48;3839;2024-03-02;0
210;2024-03-02 00:37:06;347862837.06;3;21;5;21;5512;2024-03-02;0
211;2024-03-02 00:37:19;583798910.57;1;0;11;0;14402;2024-03-02;0
212;2024-03-02 00:37:22;159873412.98;17;0;19;0;1286;2024-03-02;0
213;2024-03-02 00:37:23;117438333.54;4;0;5;0;13331;2024-03-02;0
214;2024-03-02 00:37:30;509287052.73;20;0;3;0;11215;2024-03-02;0
215;2024-03-02 00:37:49;294745598.9;3;27;2;27;4205;2024-03-02;0
216;2024-03-02 00:37:55;753041030.99;10;45;8;45;2667;2024-03-02;0
217;2024-03-02 00:38:05;239228443.81;8;0;10;0;13517;2024-03-02;0
218;2024-03-02 00:38:06;173222307.01;7;44;17;44;11508;2024-03-02;0
219;2024-03-02 00:38:10;1173845331.53;6;0;20;0;7166;2024-03-02;0
220;2024-03-02 00:38:11;368105916.21;12;15;11;15;2242;2024-03-02;0
221;2024-03-02 00:38:23;348293435.37;4;0;8;0;11972;2024-03-02;0
222;2024-03-02 00:38:42;930595254.66;20;35;13;35;11861;2024-03-02;0
223;2024-03-02 00:38:51;84855630.67;8;25;9;25;9891;2024-03-02;0
224;2024-03-02 00:39:13;780559642.94;16;6;19;6;10349;2024-03-02;0
225;2024-03-02 00:39:15;967882423.37;6;35;5;35;5586;2024-03-02;0
226;2024-03-02 00:39:18;814294241.49;12;17;13;17;770;2024-03-02;0
227;2024-03-02 00:39:28;437652193.5;20;0;19;0;3028;2024-03-02;0
228;2024-03-02 00:39:44;438245461.02;4;1;6;1;9713;2024-03-02;0
229;2024-03-02 00:39:46;621472448.17;19;29;16;29;14453;2024-03-02;0
230;2024-03-02 00:39:54;270205121.72;14;0;12;0;1367;2024-03-02;0
231;2024-03-02 00:40:13;1060542023.83;14;23;12;23;12448;2024-03-02;0
232;2024-03-02 00:40:34;311455813.38;7;0;5;0;2878;2024-03-02;0
233;2024-03-02 00:40:34;451432460.03;6;0;5;0;4121;2024-03-02;0
234;2024-03-02 00:40:50;437840174.87;13;26;12;26;14936;2024-03-02;0
235;2024-03-02 00:41:11;467296066.64;1;0;11;0;11857;2024-03-02;0
236;2024-03-02 00:41:43;578271868.87;6;0;5;0;8033;2024-03-02;0
237;2024-03-02 00:41:44;363136633.87;8;0;1;0;6364;2024-03-02;0
238;2024-03-02 00:41:52;129055819.25;6;41;7;41;2518;2024-03-02;0
239;2024-03-02 00:41:54;788830298.01;5;0;7;0;1324;2024-03-02;0
240;2024-03-02 00:41:59;759463360.52;16;19;20;19;4826;2024-03-02;0
241;2024-03-02 00:42:03;638964060.44;6;0;4;0;11763;2024-03-02;0
242;2024-03-02 00:42:07;354928978.96;1;21;2;21;1275;2024-03-02;0
243;2024-03-02 00:42:26;959630531.44;16;0;17;0;375;2024-03-02;0
244;2024-03-02 00:42:26;1017011718.03;17;20;16;20;13814;2024-03-02;0
245;2024-03-02 00:42:31;508603440.61;14;0;12;0;7284;2024-03-02;0
246;2024-03-02 00:42:32;1794226898.14;3;0;11;0;4680;2024-03-02;0
247;2024-03-02 00:42:39;792302969.1;6;0;5;0;6962;2024-03-02;0
248;2024-03-02 00:42:40;732690845.12;3;0;15;0;371;2024-03-02;0
249;2024-03-02 00:42:40;372486103.12;18;13;17;13;3488;2024-03-02;0
250;2024-03-02 00:42:54;869106384.65;1;23;8;23;12085;2024-03-02;0
251;2024-03-02 00:42:58;1111494896.82;17;34;16;34;11033;2024-03-02;0
252;2024-03-02 00:43:01;429890742.68;10;19;13;19;6279;2024-03-02;0
253;2024-03-02 00:43:17;798892226.82;11;2;1;2;8004;2024-03-02;0
254;2024-03-02 00:43:23;585059874.64;8;0;1;0;1617;2024-03-02;0
255;2024-03-02 00:43:24;217123130.29;4;0;16;0;721;2024-03-02;0
256;2024-03-02 00:43:47;264854938.22;9;0;20;0;7770;2024-03-02;0
257;2024-03-02 00:43:52;348219557.08;1;0;17;0;2028;2024-03-02;0
258;2024-03-02 00:44:13;705325672.77;4;16;8;16;12077;2024-03-02;0
259;2024-03-02 00:45:43;1592446002.19;19;1;16;1;9925;2024-03-02;0
260;2024-03-02 00:45:43;310686434.92;2;0;20;0;7683;2024-03-02;0
261;2024-03-02 00:45:57;465024022.17;20;0;14;0;10338;2024-03-02;0
262;2024-03-02 00:46:06;483006767.21;18;42;16;42;12485;2024-03-02;0
263;2024-03-02 00:46:14;499732430.13;17;0;18;0;6931;2024-03-02;0
264;2024-03-02 00:46:16;464610897.94;6;41;5;41;6019;2024-03-02;0
265;2024-03-02 00:46:27;372511326.58;4;0;16;0;8072;2024-03-02;0
266;2024-03-02 00:46:29;912656347.6;1;0;6;0;9085;2024-03-02;0
267;2024-03-02 00:46:33;402461113.65;15;11;14;11;4408;2024-03-02;0
268;2024-03-02 00:46:34;1189846201.9;8;35;20;35;11823;2024-03-02;0
269;2024-03-02 00:47:03;867635699.64;20;0;7;0;8866;2024-03-02;0
270;2024-03-02 00:47:08;1333485812.68;1;0;6;0;4338;2024-03-02;0
271;2024-03-02 00:47:22;1257560663.59;3;0;19;0;9810;2024-03-02;0
272;2024-03-02 00:47:23;197766275.61;13;0;10;0;14790;2024-03-02;0
273;2024-03-02 00:47:44;1469442331.35;4;13;8;13;1869;2024-03-02;0
274;2024-03-02 00:48:10;177570145.51;8;46;9;46;2884;2024-03-02;0
275;2024-03-02 00:48:27;1018824970.28;20;0;16;0;1711;2024-03-02;0
276;2024-03-02 00:48:29;1087789684.01;4;44;5;44;11032;2024-03-02;0
277;2024-03-02 00:48:46;327218386.52;4;0;16;0;12478;2024-03-02;0
278;2024-03-02 00:48:47;1288348529.9;18;1;15;1;9132;2024-03-02;0
279;2024-03-02 00:48:52;603036899.12;13;0;8;0;11354;2024-03-02;0
280;2024-03-02 00:49:03;480255606.17;11;0;3;0;2636;2024-03-02;0
281;2024-03-02 00:49:11;423941863.2;3;37;11;37;5919;2024-03-02;0
282;2024-03-02 00:49:13;521118144.07;8;0;1;0;12041;2024-03-02;0
283;2024-03-02 00:49:34;1092608647.57;14;9;13;9;14347;2024-03-02;0
284;2024-03-02 00:49:35;367720666.84;3;15;2;15;6450;2024-03-02;0
285;2024-03-02 00:50:06;586514123.73;14;0;1;0;4556;2024-03-02;0
286;2024-03-02 00:50:07;313916909.95;14;0;19;0;11932;2024-03-02;0
287;2024-03-02 00:50:16;362284249.4;10;24;8;24;1961;2024-03-02;0
288;2024-03-02 00:50:20;121488418.06;14;9;11;9;6477;2024-03-02;0
289;2024-03-02 00:50:25;772411037.29;15;0;12;0;4942;2024-03-02;0
290;2024-03-02 00:50:38;478959647.95;11;0;15;0;5050;2024-03-02;0
291;2024-03-02 00:50:41;428082762.18;3;31;2;31;8865;2024-03-02;0
292;2024-03-02 00:50:42;966315759.12;5;40;6;40;2410;2024-03-02;0
293;2024-03-02 00:50:44;466188997.93;20;0;10;0;5225;2024-03-02;0
294;2024-03-02 00:50:48;919932892.79;18;32;20;32;13107;2024-03-02;0
295;2024-03-02 00:51:03;661336438.34;17;18;1;18;3003;2024-03-02;0
296;2024-03-02 00:51:27;1391196771.41;18;4;20;4;11086;2024-03-02;0
297;2024-03-02 00:51:51;666763284.9;1;0;11;0;4178;2024-03-02;0
298;2024-03-02 00:51:53;893133479.4;12;0;14;0;14483;2024-03-02;0
299;2024-03-02 00:52:14;99576367.01;4;0;8;0;1807;2024-03-02;0
300;2024-03-02 00:52:29;874993704.38;18;16;16;16;11108;2024-03-02;0
301;2024-03-02 00:52:40;240022560.17;12;0;11;0;12189;2024-03-02;0
302;2024-03-02 00:52:44;365111260.61;5;0;4;0;10590;2024-03-02;0
303;2024-03-02 00:52:55;167979000.96;9;0;8;0;4299;2024-03-02;0
304;2024-03-02 00:52:56;1432733630.72;3;0;20;0;4871;2024-03-02;0
305;2024-03-02 00:53:00;450913440.26;3;3;1;3;3037;2024-03-02;0
306;2024-03-02 00:53:24;916878167.26;11;32;12;32;10726;2024-03-02;0
307;2024-03-02 00:53:36;664623339.68;11;33;8;33;13116;2024-03-02;0
308;2024-03-02 00:53:40;99530870.73;11;27;14;27;1105;2024-03-02;0
309;2024-03-02 00:53:41;513386336.35;20;26;3;26;11292;2024-03-02;0
310;2024-03-02 00:54:52;107871659.56;14;0;12;0;3499;2024-03-02;0
311;2024-03-02 00:54:54;361543504.13;17;32;16;32;572;2024-03-02;0
312;2024-03-02 00:54:55;109581036.8;16;31;7;31;6077;2024-03-02;0
313;2024-03-02 00:55:03;361456744.64;8;9;4;9;10482;2024-03-02;0
314;2024-03-02 00:55:12;921976242.91;5;10;20;10;7364;2024-03-02;0
315;2024-03-02 00:55:27;1110586045.24;15;0;3;0;2280;2024-03-02;0
316;2024-03-02 00:56:04;704032157.06;16;0;19;0;12459;2024-03-02;0
317;2024-03-02 00:56:29;709205518.26;7;10;20;10;11085;2024-03-02;0
318;2024-03-02 00:56:35;301019620.09;10;23;14;23;12286;2024-03-02;0
319;2024-03-02 00:56:38;131343306.36;17;0;18;0;13537;2024-03-02;0
320;2024-03-02 00:56:39;371078748.25;9;0;10;0;2221;2024-03-02;0
321;2024-03-02 00:56:41;789020297.2;1;25;8;25;11852;2024-03-02;0
322;2024-03-02 00:56:58;220310954.8;12;47;11;47;4996;2024-03-02;0
323;2024-03-02 00:57:05;1029277348.18;8;16;13;16;10725;2024-03-02;0
324;2024-03-02 00:57:09;629693904.9;12;33;2;33;2292;2024-03-02;0
325;2024-03-02 00:57:56;127717549.83;3;48;9;48;8299;2024-03-02;0
326;2024-03-02 00:58:30;324490579.48;11;24;1;24;741;2024-03-02;0
327;2024-03-02 00:58:35;270353816.95;13;0;12;0;12028;2024-03-02;0
328;2024-03-02 00:58:50;311448426.25;9;0;20;0;14266;2024-03-02;0
329;2024-03-02 00:58:54;928074223.37;10;0;13;0;6075;2024-03-02;0
330;2024-03-02 00:58:57;662218058.59;6;0;5;0;9912;2024-03-02;0
331;2024-03-02 00:59:03;142396571.06;6;23;7;23;7568;2024-03-02;0
332;2024-03-02 00:59:10;497961992.09;13;8;14;8;2174;2024-03-02;0
333;2024-03-02 00:59:14;580260739.39;17;29;15;29;9993;2024-03-02;0
334;2024-03-02 00:59:21;453724511.71;14;0;1;0;7914;2024-03-02;0
335;2024-03-02 00:59:36;576698590.24;16;0;7;0;8437;2024-03-02;0
336;2024-03-02 00:59:40;266397698.56;9;0;4;0;11545;2024-03-02;0
337;2024-03-02 00:59:47;506210609.34;13;0;1;0;10730;2024-03-02;0
